item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
002126,Space_Suit,16,38.4,17.5,5.38,29,N/A,1672,Airlock
002127,Circuit_Board,42.6,41.1,23.7,20.75,19,N/A,709,Storage_Bay
002128,Waste_Management_Kit,11.3,24.7,24.2,7.9,67,N/A,79,Engineering_Bay
002129,Gyroscope_Module,17.1,45,31.7,12.2,87,N/A,4798,Cockpit
002130,Thruster_Fuel,27.5,27,40.3,14.96,2,N/A,3731,Storage_Bay
002131,Water_Bottle,42.5,34,19.5,14.09,93,N/A,1832,Crew_Quarters
002132,Seed_Packets,26.9,14,25.9,4.8,29,N/A,18,Lab
002133,LED_Work_Light,41,27.6,46.3,26.2,87,N/A,3143,Engineering_Bay
002134,Gyroscope_Module,18.6,48.9,17.5,7.96,37,N/A,3474,Cockpit
002135,Asteroid_Sample_Container,18.7,29.8,28,6,81,N/A,439,Lab
002136,Space_Suit,17.4,48.7,30.6,12.96,56,N/A,2036,Storage_Bay
002137,Protein_Bars,26,39,27.1,13.74,56,N/A,4111,Storage_Bay
002138,Research_Samples,26.1,22.7,17.9,6.4,93,N/A,3604,Storage_Bay
002139,Cooling_System,26.6,14.2,22.3,4.21,68,N/A,1217,Power_Bay
002140,Pressure_Regulator,29.7,33,21.8,10.68,55,N/A,2578,Engineering_Bay
002141,3D_Printer,48.6,17,45.9,18.96,50,N/A,4648,Engineering_Bay
002142,Microgravity_Lab_Kit,15.1,28.9,16.9,4.1,43,N/A,20,Crew_Quarters
002143,Antibiotic_Supply,49.7,37.2,38.1,35.22,94,09-07-2025,1114,Lab
002144,Microgravity_Lab_Kit,16.4,15.8,11.8,9,77,N/A,47,Lab
002145,Protein_Bars,35.2,42.8,23.7,17.85,97,N/A,1684,Storage_Bay
002146,Vacuum_Sealed_Tools,18.2,44.9,23.2,9.48,19,N/A,435,Maintenance_Bay
002147,Thruster_Fuel,11.7,37.3,24.7,5.39,88,N/A,1869,Storage_Bay
002148,Battery_Pack,45,14.8,32.5,10.82,69,N/A,335,External_Storage
002149,Water_Bottle,14.9,16.6,18.2,2.25,90,N/A,4735,Storage_Bay
002150,Oxygen_Cylinder,16.7,19.9,41.9,43.9,84,N/A,1103,Airlock
002151,Space_Suit,36,42,40,30.24,84,N/A,2544,Storage_Bay
002152,Waste_Management_Kit,23.8,21.9,16.7,8,67,N/A,3,Engineering_Bay
002153,Lab_Microscope,16.6,42.7,26.4,9.36,19,N/A,4644,Lab
002154,Solar_Panel,57.9,87.4,4.3,17.7,84,N/A,4544,External_Storage
002155,Water_Bottle,13.3,46.5,31.4,9.71,93,N/A,4020,Storage_Bay
002156,CO2_Scrubber,22.5,30.8,24.8,8.59,96,N/A,605,Engineering_Bay
002157,Solar_Panel,66.2,78.9,2.1,18.4,27,N/A,4185,Power_Bay
002158,Gyroscope_Module,18.3,37.8,37.7,13.04,41,N/A,3471,Cockpit
002159,Tool_Kit,12.7,11.3,12.8,9.2,59,N/A,46,Maintenance_Bay
002160,Protein_Bars,15.7,42.1,21.9,7.24,5,N/A,1532,Storage_Bay
002161,Fire_Extinguisher,17.3,11.6,38.5,3.86,69,N/A,3659,Crew_Quarters
002162,Circuit_Board,26,15,19.6,3.82,3,N/A,2741,Storage_Bay
002163,CO2_Scrubber,11.9,46,30.4,8.32,7,N/A,282,Life_Support
002164,Waste_Management_Kit,27.6,16.6,16.7,8.9,51,N/A,89,Sanitation_Bay
002165,Solar_Panel,77.3,80.4,3.9,14.8,99,N/A,4022,External_Storage
002166,Laptop,28.5,40.7,10.6,6.15,79,N/A,733,Command_Center
002167,Antibiotic_Supply,12.3,11.4,37.6,2.64,62,02-02-2026,2662,Lab
002168,Water_Bottle,16.3,15.3,44.1,5.5,82,N/A,98,Crew_Quarters
002169,Space_Suit,38.6,47.5,39.4,36.12,64,N/A,2653,Storage_Bay
002170,Water_Bottle,10.3,11.6,43.5,2.6,31,N/A,2358,Crew_Quarters
002171,Asteroid_Sample_Container,29.4,12,20.9,9.6,4,N/A,2186,Storage_Bay
002172,EV_Suit_Battery,25.2,28.2,49.5,17.59,7,N/A,200,Airlock
002173,Helmet_Visor,19.7,15.7,28.2,4.36,69,N/A,2586,Storage_Bay
002174,Navigation_Module,30.2,46.5,44.5,31.25,74,N/A,2021,Command_Center
002175,Water_Purification_Unit,43.3,23.6,17.6,8.99,43,N/A,502,Crew_Quarters
002176,Emergency_Beacon,20.7,12.9,42.5,5.67,34,N/A,2773,Command_Center
002177,Research_Samples,28.6,27.8,27.1,7.9,69,N/A,4844,Storage_Bay
002178,Tether_Reel,43.9,41.1,35,31.58,13,N/A,127,Airlock
002179,Food_Packet,13.5,14.5,23.1,9.6,96,10-01-2026,35,Storage_Bay
002180,Circuit_Board,12.7,37.3,36.7,8.69,26,N/A,2518,Storage_Bay
002181,Water_Purification_Unit,48.2,35.8,48.8,42.1,38,N/A,318,Life_Support
002182,Battery_Pack,26.8,10.5,31.4,4.42,9,N/A,388,Power_Bay
002183,Scientific_Sensor,12,42.2,45.6,11.55,21,N/A,2270,Lab
002184,Cooling_System,27.8,16.2,47.2,10.63,52,N/A,4091,Power_Bay
002185,Tether_Reel,39.1,27.4,49.3,26.41,17,N/A,952,Airlock
002186,Gyroscope_Module,41.8,30.9,25.6,16.53,2,N/A,2904,Engineering_Bay
002187,Asteroid_Sample_Container,17.1,28.4,23.9,2.4,41,N/A,149,Lab
002188,Pressure_Regulator,42.7,14.5,16.4,5.08,91,N/A,1356,Airlock
002189,Navigation_Module,41.3,22.2,32.5,14.9,13,N/A,2589,Cockpit
002190,Water_Bottle,47.9,36.6,16.8,14.73,46,N/A,74,Crew_Quarters
002191,Pressure_Regulator,13.1,47.5,47.8,14.87,57,N/A,2114,Engineering_Bay
002192,LED_Work_Light,10.6,21.3,11.1,1.25,92,N/A,4456,Engineering_Bay
002193,Emergency_Oxygen_Mask,21.2,43.1,13.5,6.17,35,N/A,3268,Medical_Bay
002194,Antibiotic_Supply,21.7,44.1,46.5,22.25,86,28-11-2026,2774,Medical_Bay
002195,CO2_Scrubber,15.4,26.5,27.5,5.61,64,N/A,409,Engineering_Bay
002196,Antibiotic_Supply,23,23.6,31.4,8.52,20,15-07-2026,1215,Medical_Bay
002197,Water_Bottle,32.8,30.7,41.3,20.79,33,N/A,3505,Crew_Quarters
002198,Asteroid_Sample_Container,13.7,13.9,19.2,4.9,51,N/A,3435,Storage_Bay
002199,Gyroscope_Module,41.9,31,11.4,7.4,56,N/A,1509,Engineering_Bay
002200,Research_Samples,10.7,19.4,11.5,7.9,69,N/A,2104,Storage_Bay
002201,EV_Suit_Battery,27.2,49,18.1,12.06,39,N/A,293,Airlock
002202,Medical_Scanner,24.5,41,24.1,12.1,96,24-02-2027,57,Medical_Bay
002203,Water_Purification_Unit,11.7,39.4,13.5,3.11,61,N/A,2751,Crew_Quarters
002204,Battery_Pack,15.8,17.3,39.7,5.43,69,N/A,371,External_Storage
002205,Cooling_System,27,48,29.6,19.18,94,N/A,278,Engineering_Bay
002206,Communication_Device,39.3,28,27.3,15.02,20,N/A,2063,Command_Center
002207,Water_Purification_Unit,24.1,34.8,29.2,12.24,38,N/A,3988,Crew_Quarters
002208,Microgravity_Lab_Kit,11.8,20.6,22,9.3,39,N/A,85,Crew_Quarters
002209,Communication_Device,14.8,35.6,42,11.06,17,N/A,2135,Command_Center
002210,Water_Bottle,19.4,42.8,25.1,10.42,50,N/A,2033,Storage_Bay
002211,Water_Bottle,21.2,35.2,40.6,15.15,42,N/A,3722,Storage_Bay
002212,Medical_Scanner,48.8,11.8,12.3,3.54,67,08-08-2025,13,Medical_Bay
002213,Tether_Reel,10.4,29.1,12.7,1.92,64,N/A,3392,External_Storage
002214,Lab_Microscope,35.3,33.1,20.1,11.74,85,N/A,2421,Medical_Bay
002215,Oxygen_Cylinder,28,28.8,74.3,10,87,N/A,377,Crew_Quarters
002216,Thruster_Fuel,42.2,34.1,45.3,32.59,45,N/A,3346,Engine_Bay
002217,Water_Bottle,39.4,34.2,37.2,25.06,66,N/A,4612,Storage_Bay
002218,Oxygen_Cylinder,21.7,27.6,49.5,48,10,N/A,2801,Medical_Bay
002219,Research_Samples,24.4,30,25.7,7.2,97,N/A,2991,Storage_Bay
002220,CO2_Scrubber,36.7,23.7,33.1,14.4,93,N/A,247,Life_Support
002221,Protein_Bars,42.1,28.7,37.3,22.53,61,N/A,1760,Crew_Quarters
002222,Communication_Device,31.4,39,30.6,18.74,69,N/A,4170,Crew_Quarters
002223,Pressure_Regulator,46.9,19.9,13.9,6.49,50,N/A,4439,Airlock
002224,Helmet_Visor,32.2,15.5,39.6,9.88,84,N/A,4814,Crew_Quarters
002225,Seed_Packets,10.7,22.5,28.7,8.8,54,N/A,42,Greenhouse
002226,Water_Bottle,37.8,35.1,26.3,17.45,58,N/A,507,Crew_Quarters
002227,Thruster_Fuel,43.5,49.3,43.4,46.54,21,N/A,4278,Storage_Bay
002228,Water_Purification_Unit,10.7,20.7,15.7,1.74,38,N/A,2090,Life_Support
002229,Microgravity_Lab_Kit,26.2,15.3,21.5,1.8,80,N/A,92,Lab
002230,Thruster_Fuel,44.7,33.3,11,8.19,8,N/A,663,Engine_Bay
002231,Battery_Pack,31.6,42.4,41.7,27.94,35,N/A,982,External_Storage
002232,Communication_Device,16,29.6,17.5,4.14,73,N/A,1013,Crew_Quarters
002233,Solar_Panel,49.6,63.5,1.8,6.2,72,N/A,2451,External_Storage
002234,Scientific_Sensor,32.7,33.1,40.4,21.86,72,N/A,4431,Lab
002235,Pressure_Regulator,10,14.9,23.2,1.73,64,N/A,763,Airlock
002236,Food_Packet,23,14.5,18.7,5.5,33,14-10-2025,30,Storage_Bay
002237,LED_Work_Light,13.9,34.1,21.7,5.14,38,N/A,3684,Engineering_Bay
002238,Fire_Extinguisher,31.7,34.2,30,16.26,69,N/A,3711,Engineering_Bay
002239,Oxygen_Cylinder,20,18.8,86.8,13.8,85,N/A,2532,Airlock
002240,Waste_Management_Kit,19.2,25.4,11.6,7.5,38,N/A,23,Sanitation_Bay
002241,EV_Suit_Battery,15.6,45.8,40.8,14.58,44,N/A,643,Airlock
002242,Navigation_Module,14.8,22.3,47.1,7.77,11,N/A,114,Command_Center
002243,Circuit_Board,44.2,32.7,48.7,35.19,6,N/A,4189,Engineering_Bay
002244,Space_Suit,49.3,29.2,47.1,33.9,3,N/A,1550,Storage_Bay
002245,Seed_Packets,14.7,17.8,15.8,7,30,N/A,77,Lab
002246,Lab_Microscope,32.2,13.1,18,3.8,78,N/A,3406,Medical_Bay
002247,Handheld_Spectrometer,24.1,43.9,30.2,15.98,94,N/A,2025,Lab
002248,Lab_Microscope,25.2,26.8,35.1,11.85,43,N/A,3182,Medical_Bay
002249,Lab_Microscope,11.7,12,47.7,3.35,27,N/A,2874,Medical_Bay
002250,Scientific_Sensor,18.5,18.4,10.2,1.74,74,N/A,3373,Cockpit
002251,Communication_Device,13.6,20.3,37.2,5.14,87,N/A,3788,Crew_Quarters
002252,Food_Packet,27.7,22.2,13.8,2.8,40,26-10-2026,39,Storage_Bay
002253,Handheld_Spectrometer,13.2,27.1,39.8,7.12,13,N/A,4995,Lab
002254,Pressure_Regulator,43.5,14.9,31.6,10.24,22,N/A,2704,Airlock
002255,Food_Packet,28.4,11.6,19.3,2.2,100,10-10-2026,11,Crew_Quarters
002256,Research_Samples,21.2,21.6,19.3,8,76,N/A,490,Lab
002257,Lab_Microscope,23.3,25.2,14.5,4.26,14,N/A,1805,Medical_Bay
002258,3D_Printer,36.7,40.4,11.3,8.38,21,N/A,3221,Engineering_Bay
002259,Pressure_Regulator,24.1,47.8,15.9,9.16,80,N/A,1617,Airlock
002260,Medical_Scanner,20.7,48,40.1,19.92,69,02-11-2026,47,Lab
002261,Space_Suit,37.4,33.6,37,23.25,38,N/A,4488,Storage_Bay
002262,Water_Purification_Unit,26.7,43.8,35.8,20.93,40,N/A,4790,Life_Support
002263,Thruster_Fuel,13.7,39.6,11.6,3.15,27,N/A,3766,Engine_Bay
002264,Antibiotic_Supply,32.6,12.1,15.5,3.06,71,28-08-2026,4563,Medical_Bay
002265,Protein_Bars,36,11.8,32.9,6.99,30,N/A,1143,Storage_Bay
002266,Water_Purification_Unit,36.8,32.2,49.3,29.21,19,N/A,1563,Crew_Quarters
002267,Laptop,27.1,41.8,27.4,15.52,48,N/A,4425,Crew_Quarters
002268,Tool_Kit,25.2,14,13.7,9.4,50,N/A,81,Maintenance_Bay
002269,LED_Work_Light,20.1,26.2,38.8,10.22,42,N/A,2875,Engineering_Bay
002270,Tool_Kit,12.6,24.8,25.2,9,90,N/A,64,Maintenance_Bay
002271,Tether_Reel,42.1,45.6,49,47.03,25,N/A,699,Airlock
002272,Space_Suit,36,38,24.7,16.89,35,N/A,475,Airlock
002273,Thruster_Fuel,24.4,46.2,28.9,16.29,39,N/A,4704,Engine_Bay
002274,Seed_Packets,19,29.7,12.9,1.7,83,N/A,17,Greenhouse
002275,Fire_Extinguisher,43.2,14.2,18,5.52,32,N/A,680,Engineering_Bay
002276,Medical_Scanner,46.9,35.3,33.3,27.57,65,09-07-2026,74,Medical_Bay
002277,Solar_Panel,94.5,45.6,3.1,13.5,53,N/A,1046,Power_Bay
002278,Handheld_Spectrometer,33.2,40.7,41.7,28.17,22,N/A,4627,Lab
002279,Emergency_Beacon,42.3,10.3,30.4,6.62,50,N/A,4180,Cockpit
002280,Navigation_Module,33.6,19.9,38.6,12.9,86,N/A,4362,Cockpit
002281,Scientific_Sensor,46.9,32.5,11.5,8.76,77,N/A,884,Lab
002282,Oxygen_Cylinder,29.4,28.6,60.2,46,2,N/A,1998,Airlock
002283,Tool_Kit,14.6,21.1,12.4,2.3,18,N/A,77,Maintenance_Bay
002284,Water_Bottle,35,42.2,39.8,29.39,53,N/A,3894,Crew_Quarters
002285,Emergency_Oxygen_Mask,34.9,14.2,23.4,5.8,51,N/A,2713,Medical_Bay
002286,Water_Purification_Unit,10.7,35.5,11.6,2.2,50,N/A,4802,Crew_Quarters
002287,Tool_Kit,14.3,27.8,21.3,8.3,33,N/A,24,Storage_Bay
002288,Emergency_Beacon,29,33.5,40.5,19.67,39,N/A,4272,Command_Center
002289,Antibiotic_Supply,47.9,31.5,14.8,11.17,66,16-07-2025,2265,Medical_Bay
002290,Battery_Pack,37.9,22.9,27.7,12.02,56,N/A,434,External_Storage
002291,Protein_Bars,43.3,47.6,45.3,46.68,48,N/A,2016,Crew_Quarters
002292,Seed_Packets,16.2,24.6,19.7,8.4,80,N/A,87,Lab
002293,CO2_Scrubber,12.5,49.8,47.3,14.72,30,N/A,433,Engineering_Bay
002294,Helmet_Visor,38.5,18.1,48.7,16.97,74,N/A,2867,Storage_Bay
002295,Pressure_Regulator,30.5,18.3,14.9,4.16,85,N/A,3000,Airlock
002296,CO2_Scrubber,22.1,47.8,38.4,20.28,5,N/A,165,Life_Support
002297,Tool_Kit,13.4,15.3,24.6,5.2,31,N/A,99,Storage_Bay
002298,Vacuum_Sealed_Tools,41.1,28.9,44.4,26.37,42,N/A,4570,Storage_Bay
002299,Gyroscope_Module,25.6,19.3,27.5,6.79,17,N/A,721,Engineering_Bay
002300,Emergency_Beacon,29.6,36,39.4,20.99,78,N/A,4736,Cockpit
002301,Water_Bottle,39.6,17.9,17.4,6.17,41,N/A,4844,Crew_Quarters
002302,Water_Purification_Unit,13.2,26,11.6,1.99,77,N/A,528,Life_Support
002303,First_Aid_Kit,17.3,25.3,24.9,2,30,N/A,59,Crew_Quarters
002304,Laptop,12.1,33.7,45.6,9.3,51,N/A,1427,Command_Center
002305,Lab_Microscope,20.8,24.2,18.3,4.61,10,N/A,3515,Medical_Bay
002306,Communication_Device,28.6,31.4,18.2,8.17,65,N/A,4423,Crew_Quarters
002307,3D_Printer,32.6,12.2,19.7,3.92,58,N/A,3766,Engineering_Bay
002308,Medical_Scanner,23.8,47.8,35.2,20.02,87,20-02-2026,77,Medical_Bay
002309,Thruster_Fuel,45,49.8,43.3,48.52,29,N/A,231,Engine_Bay
002310,Tool_Kit,22,13.4,17.5,4,25,N/A,13,Storage_Bay
002311,Research_Samples,21.6,25.2,15.4,8.8,86,N/A,3142,Storage_Bay
002312,Research_Samples,28.8,13.9,13.4,9,79,N/A,3167,Lab
002313,EV_Suit_Battery,29,25.3,45.2,16.58,42,N/A,994,Storage_Bay
002314,Solar_Panel,70.7,68.8,2.7,9.3,66,N/A,2424,Power_Bay
002315,Microgravity_Lab_Kit,26.2,19.6,25.1,9,80,N/A,96,Lab
002316,Radiation_Shield,32.7,30.4,44.4,22.07,80,N/A,1893,Engineering_Bay
002317,Pressure_Regulator,24.6,48.1,43.2,25.56,18,N/A,3899,Airlock
002318,Asteroid_Sample_Container,16.2,14.8,24.1,3.4,52,N/A,1310,Lab
002319,LED_Work_Light,14.9,17.3,47.4,6.11,69,N/A,1085,Engineering_Bay
002320,Space_Suit,48.5,34.7,29.1,24.49,11,N/A,4401,Airlock
002321,Space_Suit,13.8,11.8,44.6,3.63,59,N/A,653,Airlock
002322,Handheld_Spectrometer,16,39.3,21.6,6.79,64,N/A,3404,Lab
002323,Communication_Device,41.8,36.6,13.7,10.48,92,N/A,2099,Crew_Quarters
002324,EV_Suit_Battery,15.4,11,40.8,3.46,30,N/A,570,Airlock
002325,Antibiotic_Supply,35.5,39.2,39.8,27.69,90,13-03-2027,2162,Medical_Bay
002326,Asteroid_Sample_Container,17.7,28.7,24.1,5.9,6,N/A,1937,Storage_Bay
002327,Solar_Panel,82,43.7,4,14.6,90,N/A,4190,External_Storage
002328,Vacuum_Sealed_Tools,34.3,25.2,10.7,4.62,59,N/A,177,Maintenance_Bay
002329,Oxygen_Cylinder,22.6,15.8,41.8,22.6,72,N/A,3539,Medical_Bay
002330,Seed_Packets,29.8,26,24.7,2,89,N/A,1,Greenhouse
002331,Laptop,34.6,18.9,45.7,14.94,12,N/A,2723,Command_Center
002332,Tool_Kit,14.5,19.1,12,2.1,48,N/A,19,Storage_Bay
002333,Fire_Extinguisher,19.7,39.6,40.7,15.88,11,N/A,4642,Engineering_Bay
002334,Handheld_Spectrometer,34.4,24.8,22.6,9.64,93,N/A,3258,Engineering_Bay
002335,Emergency_Beacon,49.7,40.1,38.1,37.97,39,N/A,560,Cockpit
002336,First_Aid_Kit,15.1,24.8,19.2,3.9,79,N/A,15,Crew_Quarters
002337,Scientific_Sensor,35,28.7,12.4,6.23,13,N/A,4175,Cockpit
002338,Fire_Extinguisher,25.9,45.4,46.8,27.52,59,N/A,2537,Crew_Quarters
002339,Tether_Reel,45.8,41.6,17.7,16.86,14,N/A,1612,Airlock
002340,Lab_Microscope,30.6,22.1,34.6,11.7,81,N/A,2201,Lab
002341,Thruster_Fuel,30.9,32,45.1,22.3,21,N/A,2998,Storage_Bay
002342,EV_Suit_Battery,27.6,37.9,10,5.23,49,N/A,441,Airlock
002343,Tether_Reel,21.6,15.2,29.6,4.86,39,N/A,4319,Airlock
002344,Food_Packet,19.8,29.1,13.6,6.3,65,04-10-2026,31,Crew_Quarters
002345,Protein_Bars,26.2,21.6,22.3,6.31,81,N/A,389,Crew_Quarters
002346,Laptop,22.2,13.2,30.1,4.41,55,N/A,2347,Crew_Quarters
002347,Lab_Microscope,39.6,48.6,34.2,32.91,44,N/A,1903,Medical_Bay
002348,Lab_Microscope,10.1,10.3,43.1,2.24,1,N/A,444,Medical_Bay
002349,Tool_Kit,22.8,30,13,3.7,44,N/A,80,Maintenance_Bay
002350,Battery_Pack,19.8,47.3,21.2,9.93,24,N/A,566,External_Storage
002351,Handheld_Spectrometer,16.9,24.6,13.2,2.74,57,N/A,2830,Lab
002352,Medical_Scanner,21,41.9,22.8,10.03,43,12-04-2026,73,Lab
002353,Radiation_Shield,17.2,44.2,45,17.11,62,N/A,4500,Engineering_Bay
002354,Tether_Reel,39.3,43.5,45.3,38.72,8,N/A,4337,External_Storage
002355,Research_Samples,17.6,13.2,21.4,3.1,18,N/A,226,Lab
002356,First_Aid_Kit,16.3,21,14.4,6.9,34,N/A,14,Crew_Quarters
002357,Antibiotic_Supply,16.2,43.3,29,10.17,77,02-07-2026,4570,Lab
002358,Antibiotic_Supply,21.9,47.9,19.4,10.18,26,22-09-2025,4140,Medical_Bay
002359,Oxygen_Cylinder,23.1,22.5,85.9,12.6,17,N/A,132,Medical_Bay
002360,Tool_Kit,25,18.2,13.9,1.4,45,N/A,63,Maintenance_Bay
002361,Protein_Bars,26.1,35.3,48.7,22.43,97,N/A,3305,Crew_Quarters
002362,Water_Bottle,27.1,15.8,31.6,6.77,21,N/A,1257,Crew_Quarters
002363,Navigation_Module,11.1,44.1,18.5,4.53,44,N/A,4565,Command_Center
002364,CO2_Scrubber,22.4,30.9,20.9,7.23,93,N/A,758,Life_Support
002365,Protein_Bars,49.1,12.5,30.2,9.27,61,N/A,4448,Storage_Bay
002366,Tether_Reel,41.2,12.6,39.9,10.36,83,N/A,532,Airlock
002367,Tool_Kit,28.5,23.3,13.3,9.8,54,N/A,53,Storage_Bay
002368,Research_Samples,20.3,11.9,16.4,3.1,42,N/A,2097,Lab
002369,Antibiotic_Supply,12.7,42.5,30.4,8.2,86,01-10-2025,3675,Medical_Bay
002370,Scientific_Sensor,27.4,42.9,41.8,24.57,39,N/A,4466,Lab
002371,3D_Printer,31.3,46.5,30.5,22.2,75,N/A,4489,Lab
002372,3D_Printer,34.7,19.3,19.2,6.43,13,N/A,4765,Lab
002373,Vacuum_Sealed_Tools,22.7,43.4,21.5,10.59,12,N/A,3111,Storage_Bay
002374,Helmet_Visor,24.1,48.5,43,25.13,3,N/A,1760,Storage_Bay
002375,Medical_Scanner,28.8,17,31.4,7.69,73,15-01-2027,53,Lab
002376,Microgravity_Lab_Kit,26.4,11.6,22.3,4.7,60,N/A,57,Crew_Quarters
002377,Antibiotic_Supply,32.5,17.4,21.5,6.08,22,12-12-2026,680,Lab
002378,Emergency_Oxygen_Mask,13.5,32.1,32.1,6.96,18,N/A,305,Medical_Bay
002379,Lab_Microscope,47.8,29,30.2,20.93,95,N/A,1065,Lab
002380,Tether_Reel,45.1,16.2,46.3,16.91,51,N/A,4224,Airlock
002381,Seed_Packets,14,24.7,16.9,3.3,67,N/A,85,Greenhouse
002382,Gyroscope_Module,35.1,24.2,43.3,18.39,1,N/A,19,Cockpit
002383,Space_Suit,16.9,46.4,17.5,6.86,40,N/A,3997,Airlock
002384,Medical_Scanner,32.3,10.7,34.2,5.91,83,27-12-2025,48,Lab
002385,Water_Purification_Unit,29.4,45,38.4,25.4,94,N/A,907,Life_Support
002386,Circuit_Board,21,49.4,49.2,25.52,93,N/A,4523,Engineering_Bay
002387,Pressure_Regulator,19.8,14.5,41.4,5.94,77,N/A,2903,Airlock
002388,Radiation_Shield,49,11.9,23.1,6.73,30,N/A,559,Engineering_Bay
002389,Food_Packet,13.6,21.5,16.4,9.1,78,21-02-2027,34,Crew_Quarters
002390,Research_Samples,17.8,27.8,23.4,4.9,3,N/A,915,Lab
002391,Communication_Device,17.3,22,35.9,6.83,47,N/A,3312,Crew_Quarters
002392,Handheld_Spectrometer,20,34.9,25.6,8.93,3,N/A,4170,Engineering_Bay
002393,LED_Work_Light,24.3,17.5,26.3,5.59,35,N/A,3266,Engineering_Bay
002394,Solar_Panel,79,64,2,8.4,5,N/A,1779,External_Storage
002395,EV_Suit_Battery,35.6,45.5,43.2,34.99,35,N/A,633,Storage_Bay
002396,Waste_Management_Kit,26.9,19.3,18.8,2.8,56,N/A,96,Sanitation_Bay
002397,Medical_Scanner,22.5,43.1,30.2,14.64,77,23-01-2027,54,Lab
002398,Water_Bottle,19,35.8,16,5.44,75,N/A,3137,Crew_Quarters
002399,Waste_Management_Kit,12,29.2,21.5,9.7,44,N/A,97,Engineering_Bay
002400,Communication_Device,34.5,38.6,43.2,28.76,71,N/A,1236,Command_Center
002401,Communication_Device,46.1,34,46.6,36.52,93,N/A,2070,Command_Center
002402,Protein_Bars,32.1,47.2,43.2,32.73,43,N/A,3666,Crew_Quarters
002403,Food_Packet,10.4,29.6,24.9,5,76,31-01-2026,52,Storage_Bay
002404,Emergency_Beacon,41.3,31.5,36.3,23.61,39,N/A,3271,Command_Center
002405,Pressure_Regulator,40.5,11.9,39.3,9.47,90,N/A,2431,Airlock
002406,Radiation_Shield,39.2,38.5,45.7,34.49,8,N/A,3668,Engineering_Bay
002407,Asteroid_Sample_Container,10,22.7,28.2,5.9,83,N/A,3602,Lab
002408,Tether_Reel,30.4,12.6,29.8,5.71,25,N/A,2791,External_Storage
002409,Tether_Reel,33.7,45.4,34.8,26.62,79,N/A,2415,External_Storage
002410,Pressure_Regulator,32.8,39.2,11.9,7.65,64,N/A,3107,Engineering_Bay
002411,Medical_Scanner,38.5,33.3,23.1,14.81,69,04-09-2025,36,Medical_Bay
002412,Asteroid_Sample_Container,13.8,28.4,14.6,5.1,63,N/A,382,Lab
002413,Asteroid_Sample_Container,17.5,19.3,10.5,5,63,N/A,3251,Lab
002414,Food_Packet,15.8,21.2,12.7,9.7,26,05-05-2026,72,Storage_Bay
002415,Fire_Extinguisher,29,16.8,15.5,3.78,86,N/A,3601,Crew_Quarters
002416,Seed_Packets,29.7,21.3,10.5,2.3,59,N/A,6,Greenhouse
002417,Scientific_Sensor,18.7,25,45.5,10.64,59,N/A,619,Cockpit
002418,EV_Suit_Battery,22.9,18.2,37.9,7.9,19,N/A,778,Airlock
002419,Antibiotic_Supply,22.8,44.5,33.8,17.15,26,11-01-2027,1241,Lab
002420,Oxygen_Cylinder,28.6,19.6,45.2,27.3,84,N/A,4031,Crew_Quarters
002421,Tether_Reel,36.8,24.6,33.9,15.34,87,N/A,1898,Airlock
002422,Oxygen_Cylinder,25,23.8,83,10.3,94,N/A,3479,Medical_Bay
002423,Food_Packet,24.4,25.7,19.4,6.2,18,20-05-2025,27,Crew_Quarters
002424,3D_Printer,26.1,13.6,31.7,5.63,88,N/A,1758,Engineering_Bay
002425,Emergency_Oxygen_Mask,14.7,33.7,27.1,6.71,9,N/A,1739,Medical_Bay
002426,Lab_Microscope,45.3,27.3,18.9,11.69,19,N/A,4830,Lab
002427,Protein_Bars,43.4,14.9,20.6,6.66,64,N/A,382,Crew_Quarters
002428,Circuit_Board,13.5,40.4,42.6,11.62,22,N/A,4057,Engineering_Bay
002429,Battery_Pack,26.3,33.3,37.8,16.55,7,N/A,382,Power_Bay
002430,First_Aid_Kit,20.5,28,24.6,7.4,43,N/A,89,Medical_Bay
002431,Medical_Scanner,49.2,18.4,48,21.73,15,07-08-2025,71,Lab
002432,Battery_Pack,40.9,46.7,17.1,16.33,35,N/A,922,Power_Bay
002433,Oxygen_Cylinder,23.7,15.4,99,41.3,27,N/A,4285,Medical_Bay
002434,Asteroid_Sample_Container,28.6,19.9,13.7,1.1,66,N/A,2300,Lab
002435,Cooling_System,17.4,44,15.8,6.05,78,N/A,3952,Power_Bay
002436,Communication_Device,40.8,40.8,26.4,21.97,32,N/A,4867,Command_Center
002437,LED_Work_Light,28,36.5,49.7,25.4,25,N/A,4950,Maintenance_Bay
002438,Emergency_Beacon,11.4,39.4,21.2,4.76,12,N/A,4942,Cockpit
002439,EV_Suit_Battery,19,44.3,24,10.1,55,N/A,355,Airlock
002440,Laptop,44,31.3,22.2,15.29,94,N/A,3242,Command_Center
002441,Tether_Reel,21,31.4,28.9,9.53,30,N/A,1462,Airlock
002442,CO2_Scrubber,17.6,47.1,29.6,12.27,12,N/A,665,Engineering_Bay
002443,Handheld_Spectrometer,25,24.2,21.1,6.38,76,N/A,1076,Engineering_Bay
002444,Waste_Management_Kit,20.3,11,18.1,5,56,N/A,86,Sanitation_Bay
002445,Medical_Scanner,35.8,15.5,31.7,8.8,89,14-01-2026,89,Lab
